WELLNAME,= 33846-CBL (1),,,,,,,
STDEP  =,17,,,,,,,
ENDEP  =,10431.5,,,,,,,
LEVEL  =,0.5,,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL,","GR, LTEN, TT3FT",,,,
,,,,,,,,
#DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN,TT3FT
233.5,58.8,92,96.3,86.9,0,68.3,246.1,287.1
234,57.1,91.5,97.6,85.2,0,61.2,240.5,287.3
234.5,55.6,91.5,97.1,83.5,0,44.7,228.6,287.7
235,56.6,92.4,99.9,86.2,0,38.3,224.7,287.5
235.5,57.1,92.3,100.6,84.5,0,46.9,223.1,287.3
236,57,91.4,100,82.5,0,60.8,233.4,287.5
236.5,57,91.3,98.9,84.4,0,76.6,245.3,287.2
237,57.3,91.5,99.2,84.9,0,92.6,245.3,286.8
237.5,57.3,91.7,98.5,85.3,0,95.7,240.5,286.9
238,56.9,91.2,97.4,84.5,0,90,230.2,287
238.5,57.3,89.9,95,81.3,0,77.8,223.9,287
239,58.1,90.3,97.1,84.2,0,63.2,246.1,287
239.5,57.7,89.9,97.7,85.7,0,64.6,250.8,286.8
240,58.1,89.4,96.7,82.8,0,73.9,250,287
240.5,57.2,89.6,96.7,82.6,0,67.2,227.9,287.5
241,56.3,90,96.6,84.4,0,54.3,229.4,288
241.5,56,90,96.5,83.3,0,55.1,230.2,288
242,56.5,90.5,96.6,84.8,0,62.5,254.8,287.6
242.5,56.3,90.3,94.7,86.4,0,73.8,250,287.3
243,55.8,89.1,94,84.2,0,81.5,251.6,287.2
243.5,56.5,89,93.7,83.1,0,72.2,235,286.9
244,55,89.4,95.8,82.7,0,59.2,250,287
244.5,55.3,89.3,96.5,83,0,57.1,223.9,287.2
245,56.4,89.6,96.3,83.6,0,61,240.5,287.3
245.5,56.2,89.6,95.6,83.6,0,65.6,249.2,287.4
246,55.7,89.4,95.6,83.1,0,70.9,242.9,287.3
246.5,55.5,90,95.6,84.9,0,70.9,231.8,287.4
247,55,90.3,95.1,85.7,0,73.4,235,287.3
247.5,55.2,89.9,95.9,84.3,0,80.8,238.1,287.3
248,55.1,90.5,99.2,82.6,0,81.3,258.7,287.1
248.5,53.9,91.3,101.7,82.6,0,65.1,250.8,287.2
249,54.3,90.9,101,83,0,44.4,245.3,287.4
249.5,55.7,90.6,99.1,84.5,0,44.2,232.6,287.3
250,56.2,90.6,97.5,85.3,0,57.2,250,287.3
250.5,56.6,90.5,97.6,84.9,0,63.7,231,287.3
251,56.8,90.4,96.7,84.9,0,60.8,240.5,287.4
251.5,56.6,90.7,97.2,85.2,0,57.1,255.6,287.5
252,57,91.2,97.5,85.4,0,57.2,234.2,287.4
252.5,57.1,90.7,97.8,85,0,62.1,237.4,287.4
253,58.7,90.9,94.8,84.1,0,77.4,237.4,287.5
253.5,60.9,91.1,96.4,83.9,0,90.2,231.8,287.6
254,57.8,91,96.1,86,0,86,243.7,287.4
254.5,55.9,91.5,96.5,87.1,0,72.4,248.4,287.4
255,55.5,91.4,96.7,86.6,0,59.3,231,287.5
255.5,56.1,91.5,96,86.3,0,50.4,232.6,287.6
256,56.5,91.3,96.2,87.4,0,53.2,237.4,287.7
256.5,55.7,90.5,96.2,84.7,0,68.6,229.4,287.7
257,56.1,90.6,96.5,82.5,0,86.6,238.1,287.4
257.5,57.8,90.8,97,83,0,89.3,257.9,286.8
258,59.5,91.2,97.2,82.7,0,83,236.6,286.8
258.5,58.3,91.9,98.7,85.1,0,77.5,250,287.2
259,55,92.9,104.7,87.8,0,66.8,234.2,287.5
259.5,53.7,92,103.3,88.2,0,60.3,233.4,287.3
260,50.5,83.3,90.1,77.4,0,67.5,253.2,288
260.5,44,72.1,79.9,65.5,0,72.1,255.6,292.4
261,35.3,56,62.3,50.9,0,71.3,233.4,295.4
261.5,35.2,54.7,58.3,51.7,0,69.6,242.9,294.8
262,35.9,56.7,59.7,53.6,2,60,229.4,294.3
262.5,36.4,58.3,61,55.1,0,60,227.9,294.9
263,41.1,68.1,74.4,61.9,0,77.6,254,295.2
263.5,47.3,81.3,95.1,71.1,0,90.1,257.1,291.2
264,53.5,89.5,94,82.9,0,81.2,224.7,288.2
264.5,56.4,93.1,101.7,86.8,0,61.9,248.4,287.4
265,58,93,99.8,85.9,0,50.8,228.6,287.3
265.5,57.8,92.4,100,85.4,0,51.3,234.2,287.3
266,57.5,92.4,100.3,86.3,0,49.1,251.6,287.3
266.5,57.8,92.5,100.6,86.8,0,49.4,253.2,287.4
267,58.2,92.6,99.6,87.6,0,58.9,250,287.4
267.5,57.7,93.1,98.6,87,0,65.9,250.8,287.2
268,56.3,93.4,99.4,87.2,0,58.2,251.6,286.6
268.5,56.7,93.4,99.1,88.5,0,52,257.1,286.7
269,58.3,93.6,99.2,88.7,0,54.8,253.2,287.2
269.5,59.7,94.3,102.1,89.6,0,60.2,255.6,287.1
270,59.5,94.3,101.9,89.5,0,61.3,239.7,287
270.5,58.8,93.6,98.9,88.7,0,65.3,237.4,287.3
271,58.9,92.7,98.7,87.2,0,78.7,229.4,287.6
271.5,57.8,93.1,98.1,88.2,0,94.7,242.1,287.6
272,58.6,93.8,98,89.9,0,94.1,250.8,287.4
272.5,59.6,94,97.6,90.9,0,84.4,254,287.2
273,59.6,94.3,97.4,92.5,0,74.1,238.1,287.2
273.5,61,94.4,97.5,92,0,62.6,236.6,287
274,62.3,94.8,96.2,92.4,0,56.2,238.9,286.9
274.5,60.8,94.2,96.4,90.9,0,55.7,241.3,287.3
275,59,93.6,95.2,91.4,0,57.8,257.1,287.4
275.5,59.3,94,95.8,92.6,0,62.8,253.2,287.2
276,59.9,94.7,95.9,93,0,67.3,235,287.2
276.5,60.1,95.1,96.4,94.1,0,61.1,238.1,287.3
277,61.4,94.9,97.5,91.7,0,55.1,242.1,287.2
277.5,62.8,95.6,99.6,92.1,0,59.6,245.3,287
278,60.1,95.6,97.6,92.1,0,57.4,250,287
278.5,57.8,95.2,97.8,90.4,0,45.9,257.1,287.3
279,58.7,95.2,98.1,90.8,0,43.3,232.6,287.5
279.5,59.7,95.8,100.1,92.1,0,49.8,243.7,287.6
280,59.7,96.2,101.1,91.7,0,52.8,238.9,287.4
280.5,59.4,95,97.6,89.3,0,52.2,234.2,287.2
281,59.1,94.4,96.5,90.8,0,54.2,250.8,287.3
281.5,59.3,94.3,97.7,90.7,0,59.7,253.2,287.3
282,59.8,94.8,101.5,89.3,0,73.9,229.4,287.4
282.5,59.4,95.2,97.8,91.5,0,86.9,246.8,287.5
283,58,94.1,95.4,92.3,0,85.4,238.9,287.2
283.5,58.6,94,95.2,92.7,0,74.1,239.7,287
284,58.6,94.8,96.7,93.1,0,67.1,256.3,287.2
284.5,57.9,94.7,96.6,91.2,0,66.3,254.8,287.3
285,58.4,94.6,96.9,90.3,0,67.3,231,287.3
285.5,61.9,94.3,95.8,93.2,0,64.9,255.6,287.3
286,61.5,93.9,94.9,92.3,0,61.5,227.1,287.4
286.5,59.9,94.4,95.9,92.5,0,63.9,244.5,287.4
287,58.7,94.7,96.3,93.5,0,69.7,262.7,287.3
287.5,59.3,94.9,97.8,93.1,0,67.1,253.2,287.2
288,59.7,94.7,97.5,93.6,0,68.2,241.3,287.2
288.5,60.1,94.2,95.9,92.3,0,75.8,252.4,287.2
289,59.9,94.1,96.6,92,0,77.2,235.8,287.3
289.5,59.1,94.4,96.5,92.4,0,71.8,248.4,287.1
290,58.4,95,98.7,93.4,0,66.6,261.1,287
290.5,58.5,95.1,96.6,94.2,0,66,261.1,287.2
291,59,94.9,96.5,92,0,68.9,236.6,287.3
291.5,59.4,95.2,96.3,92.6,0,65,250.8,287.2
292,60.3,95.6,97.8,93.2,0,56.1,235,287.2
292.5,60.2,95.7,98.4,92.8,0,50.6,246.1,287.2
293,59.5,95.5,98.6,93.5,0,49.3,259.5,287
293.5,59.2,95.5,99.9,93.1,0,51.7,262.7,287
294,59.1,95,97,93.2,0,58.6,247.6,287
294.5,59.3,94.8,96.1,92,0,63.7,250,287.2
295,59,95,97.3,91.4,0,62.1,242.1,287.3
295.5,58.6,95.4,98.3,93.8,0,54.2,253.2,287.2
296,58.8,95.2,97,93.8,0,51.2,268.2,287.1
296.5,60.1,95.3,96.1,93.9,0,56.3,265.1,287.2
297,60.7,95.3,96.6,92.8,0,62.8,244.5,287.4
297.5,59.6,94.9,95.9,93.4,0,67.6,244.5,287.3
298,59,94.9,96.1,92.8,0,68.8,234.2,287.1
298.5,58.3,94.8,96.2,92,0,74,246.8,287.2
299,58,94.3,95.4,93.5,0,90.8,257.1,287.4
299.5,58.1,94.1,96.1,93,0,101.3,256.3,287.7
300,57.2,93.8,95.6,91.7,0,92.4,235.8,287.4
300.5,57.2,93.5,94.8,91.7,0,76.5,242.9,287.3
301,58.4,93.5,94.4,92.5,0,60.1,238.9,287.1
301.5,58.5,93.4,94.5,92.2,0,55.7,246.8,287.1
302,59.3,93.2,94.4,90.2,0,64.9,257.1,287.2
302.5,62.8,93.5,96.7,87.5,0,66.5,255.6,288
303,63.8,96.8,102,84.4,0,62.9,235,291.1
303.5,58,91.7,99,79.3,0,68.1,250,294.8
304,41.4,66.2,69.2,62.6,0,71,241.3,295.4
304.5,35.6,56.4,58.8,54.3,0,73.9,256.3,294.7
305,35.8,56.1,59.4,53.5,0,75.7,250.8,294.7
305.5,36,54.9,59.3,51.3,0,70.8,258.7,295.6
306,41.8,64,67.5,58.4,0,66.7,235.8,295.7
306.5,47.7,74.4,79,70.1,0,64,250,290.8
307,53.5,84.5,88.8,80.8,0,59.7,241.3,287.5
307.5,57.6,92.1,98.2,88.6,0,55.5,253.2,287.1
308,58.1,93.6,98.8,89.7,0,52.3,263.5,287.1
308.5,57.8,93.9,98.5,89.2,0,59,253.2,287
309,57.4,93.7,98.7,88.1,0,61.6,238.1,287.2
309.5,58,93.3,98.1,88.5,0,56.1,250.8,287.3
310,58.2,93.5,98.2,88.8,0,59.4,237.4,287.2
310.5,58.5,93.9,97.6,89.8,0,58.8,242.9,287.2
311,60,94.1,98.3,89.5,0,49.6,261.9,287.1
311.5,59.2,93.7,98.9,89,0,51.8,246.1,286.9
312,57.3,92.9,97.6,88.8,0,72.2,246.1,286.9
312.5,57.2,91.9,97.4,86.7,0,84,244.5,287.1
313,57,91.8,95.9,87.3,0,71.2,235,287.3
313.5,57.1,92.3,95.3,88.6,0,54.9,250,287.4
314,57,92.4,96.8,88,0,50.7,261.9,287.5
314.5,57.3,93.3,97.5,89.1,0,49.5,248.4,287.9
315,58.3,93.6,99.3,89.1,0,43.7,238.9,287.7
315.5,58.1,92.8,97,88.1,0,35.4,248.4,287.1
316,57.2,92.6,97.2,86.6,0,33.5,238.9,286.8
316.5,57.9,92.2,96.9,86.4,0,40.4,243.7,287.1
317,58.3,91.8,97.3,85.3,0,49,266.6,287.4
317.5,57.5,91.9,96.6,87.2,0,58.6,249.2,287.3
318,57.6,92.5,97.1,87.6,0,71.6,243.7,287
318.5,57.6,92.7,98.7,87.2,0,80.5,254,287
319,56.7,92.5,98.7,87.1,0,75.9,243.7,287.3
319.5,56.3,92.1,97.3,87.5,0,68.4,263.5,287.3
320,55,92.6,96.8,88.2,0,64.6,257.9,287.4
320.5,55.5,93.2,96.9,88.3,0,58.9,266.6,287.2
321,57.3,92.9,98.8,88.6,0,58.2,248.4,287.5
321.5,58.7,92.3,99.4,88.4,0,71.3,246.1,287.6
322,58.7,91.7,96.5,87,0,78.9,241.3,287.4
322.5,57.5,91.6,95.7,86.8,0,71.1,251.6,287.2
323,57.8,91.9,96.4,88.2,0,59.8,257.1,287.3
323.5,58,91.8,95.4,88.6,0,55.3,258.7,287.4
324,58,91.1,95,87.9,0,64.1,238.9,287.2
324.5,57.5,90.8,95.6,88.5,0,79.3,245.3,287.2
325,55.8,91.1,96.3,87.1,0,92.8,242.1,287.6
325.5,55.3,90.8,95.4,87.2,0,86.5,261.1,287.8
326,56,91.1,97,86.6,0,79.8,259.5,287.5
326.5,55.8,91.7,99.8,86.4,0,85.4,259.5,287.1
327,55.7,91.5,98.3,85.8,0,76.7,236.6,287.1
327.5,57,91.4,98.6,86.1,0,62.4,241.3,287.3
328,58.1,91,98.2,85.8,0,53.9,244.5,287.4
328.5,57,91.5,97.2,85.1,0,55.5,266.6,287.6
329,57.2,92.3,99.3,85.8,0,58.8,274.5,288.1
329.5,57.5,92,100,86.6,0,60.1,265.1,288
330,57.1,91.8,97.1,86,0,63.8,237.4,287.2
330.5,57.4,91.9,96.7,85.6,0,66.8,259.5,287.2
331,57.2,92.4,97.8,86.4,0,63.9,250,287.1
331.5,56.5,92.1,97.4,86.5,0,54.6,276.9,287.3
332,56.3,91,96.8,85.6,0,51.7,273,287.5
332.5,54.9,90.7,97.8,85.2,0,54.2,265.1,287.2
333,55.6,90.2,96.5,82.3,0,50.3,241.3,287.1
333.5,58.7,91,95.8,83.3,0,55.6,250,287
334,59.2,92.6,98.7,85.3,0,68.2,254,287.1
334.5,57.8,93,99,86.5,0,69,270.6,287.2
335,57.1,93.1,97.9,86.2,0,67.9,273,287.1
335.5,57.9,93.3,98.2,87.2,0,71,271.4,287.1
336,58.4,93.3,99.9,87.2,0,68.9,246.8,287
336.5,58.2,93.8,103.6,87.5,0,62.9,255.6,286.7
337,57.9,94,104.5,85.2,0,64.4,242.1,287
337.5,58.1,94,102.1,85.6,0,70.6,265.8,287.4
338,58.1,94.6,101.2,87.6,0,68.3,265.8,287.1
338.5,57.8,93.9,100.9,85.3,0,68.5,254.8,287
339,57.7,93,100.3,87.8,0,80.3,250,287.3
339.5,57.8,93.5,101.6,87.5,0,80.2,262.7,287.4
340,57.5,93.4,102.8,85.3,0,56,246.8,287.2
340.5,57.1,92.9,102.4,85.2,0,37.5,269,287.2
341,57.5,93.4,104.3,84.9,0,45.5,270.6,287.2
341.5,57.5,92.9,101.4,83.3,0,67.5,255.6,287.2
342,57.6,92.1,101.5,82.7,0,80.4,257.9,287.5
342.5,57.7,92.3,103,82.5,0,74.1,257.1,287.3
343,57.3,92.5,102.8,82.8,0,66.8,249.2,287.3
343.5,56.5,90.9,100.6,81.6,0,63.4,260.3,287.4
344,55.7,90,99.7,80.8,0,62.5,272.2,287.5
344.5,56.2,90.2,100.4,82.7,0,73,246.8,287.5
345,55.1,89.8,99.6,81.5,0,72.6,260.3,288
345.5,52.4,86.6,95.1,78.6,0,62.2,260.3,289.4
346,51.2,82.8,92.3,73.8,0,62.2,250.8,291.8
346.5,45.3,72.1,80.7,59.6,0,68.6,261.9,294.8
347,36.5,58.4,65.7,48,0,71,261.9,294.6
347.5,35.3,56,63.2,49.2,-2,69.7,247.6,294.4
348,34.6,54.7,62.2,49.6,0,66.2,261.9,295
348.5,34.8,57.2,64.3,51.9,0,64,250,295.8
349,43,70.5,77.6,64.8,0,62.9,250,293.5
349.5,50.9,82.4,90.4,76.5,0,71.5,264.3,289.3
350,56.6,89.6,98.3,80.9,0,80.6,267.4,287.9
350.5,56.4,89.5,98.7,80,0,72.5,242.1,287.8
351,56.2,90.2,100.5,81.5,0,64.3,264.3,287.5
351.5,55.9,90.4,100.5,82.3,0,67.3,250,287.5
352,55.6,90.7,100.4,82.5,0,73.8,245.3,287.4
352.5,56,90.8,99.9,83.1,0,72.8,268.2,287.3
353,56.9,90.6,97.5,83.2,0,74.1,269.8,287
353.5,57.6,90,96.5,82.3,0,84.7,265.8,286.8
354,57.2,89.4,96.5,81.7,0,82.6,263.5,287.3
354.5,56.3,89.3,97.7,81.5,0,67.1,260.3,287.6
355,55.6,89,97.6,81.7,0,57.9,269,287.5
355.5,55.2,89.1,97.3,82.8,0,56,269,287.2
356,55.3,89.2,97.5,83.1,0,59,269,287.3
356.5,55.7,89.7,98.4,82,0,65.1,267.4,287.5
357,55.8,89.3,97.5,80.3,0,67.5,244.5,287.4
357.5,55,88.8,96.8,81.7,0,64.3,250,287.4
358,55.6,89.1,97.1,82.4,0,62.1,250,287.4
358.5,56.5,88.9,96.6,80.9,0,59.1,274.5,287.4
359,57.5,89.4,96.5,82.8,0,60.4,276.9,287.3
359.5,58.5,90.8,97.4,84.2,0,67.9,265.1,287.5
360,57,90.9,97.3,84.1,0,77.5,251.6,287.2
360.5,55.3,89.9,96.4,83,0,76.1,242.1,287.2
361,55,89.1,95.2,83.7,0,68.8,256.3,287.4
361.5,55,89.6,95.8,83.6,0,73.7,264.3,287.1
362,55.1,89.7,95.7,83.3,0,83.9,273,286.9
362.5,55.4,89.9,96.6,84.4,0,89.7,258.7,287
363,56,90.3,97.8,84.1,0,88.5,248.4,287.2
363.5,56.2,90,97.7,84.2,0,74.6,265.8,287.4
364,55.9,89.7,97.4,84,0,65.9,259.5,287.3
364.5,55.8,89,95,84.2,0,67.1,269,287.3
365,56,88.4,93.9,83.6,0,65.3,268.2,287.2
365.5,56.6,88.1,92.2,84.2,0,59.3,254,287.1
366,57.2,88.2,92.6,83.9,0,55.1,259.5,287
366.5,55.8,88.7,93.8,84.3,0,57.8,260.3,287.2
367,55.3,88.5,93.4,84.3,0,57.4,252.4,287.5
367.5,55,88.4,93.3,84,0,58.7,268.2,287.5
368,53.9,89.3,96,84.3,0,59.6,268.2,287.3
368.5,54,90.6,98.9,86.5,0,58.9,250,287
369,54.9,90,95.1,86,0,66.3,246.8,286.9
369.5,56.1,89.2,93.5,85.5,0,66.9,247.6,287.2
370,55.8,89.4,96.6,84.6,0,55.1,250,286.8
370.5,56.6,89.7,96.3,84.9,0,49.4,262.7,283.8
371,57.4,89.5,92.9,84.3,0,48.3,271.4,279.3
371.5,56.4,88.8,92.5,83.8,0,53,246.1,284.1
372,56.5,88.9,92.7,85.1,0,60.7,271.4,287
372.5,57.4,89.6,93.3,85.6,0,62.5,269,287.3
373,57.9,89.3,93.2,85.6,0,64.1,252.4,287.6
373.5,57,89.7,94,86,0,66.2,274.5,287.8
374,56.7,89.7,93.8,85.8,0,68.5,277.7,287.7
374.5,56.5,90.3,95,86.2,0,73.7,255.6,287.5
375,56.7,91.7,98,87.2,0,73.8,273,287.5
375.5,56.7,91.7,96.8,87.7,0,67.6,251.6,287.6
376,55.9,91.1,95.5,87.5,0,62.7,261.9,287.5
376.5,55.6,90.9,94.8,87.9,0,62.9,269.8,287.3
377,56.4,91.3,94.9,87.9,0,63.5,276.9,287.4
377.5,57.2,91.4,96,87.7,0,54.1,248.4,287.5
378,57.2,91.2,96.5,87,0,47.4,267.4,287.3
378.5,56.5,91.3,95.3,86.7,0,54,248.4,287.2
379,56.6,91.1,95.2,86.4,0,69.7,255.6,287.3
379.5,57.4,91.8,95.4,88.1,0,75.6,273,287.3
380,57.7,92.4,95.7,88.4,0,69.4,266.6,287.2
380.5,57.7,92.2,95.7,88.6,0,65.1,264.3,287.3
381,57.4,91.7,96.1,88.4,0,67.9,267.4,287.7
381.5,57.6,91.4,96.2,86.8,0,79.3,246.1,287.6
382,56.9,91.4,96.1,87.7,0,80.9,263.5,287.3
382.5,56.7,91.9,95.5,87.2,0,69.5,266.6,287.3
383,57.4,92.3,96.8,87,0,62,278.5,287.3
383.5,57.6,92.7,99.3,86.1,0,63.1,263.5,286.8
384,57.9,93.2,100.7,86.2,0,70.4,269,286.8
384.5,58.5,92.7,98.2,88,0,64.5,261.1,287.6
385,58.6,92.4,97.6,89,0,47,270.6,287.6
385.5,58.6,92.9,99.2,89.4,0,41.7,276.9,287.3
386,57.4,92.8,98,88,0,40.2,283.3,286.8
386.5,56.7,93.1,97.8,88.2,0,30.2,258.7,286.3
387,57.1,93.3,96.8,89,0,29,265.1,286.8
387.5,58.3,92.9,96.2,89.6,0,32.9,262.7,287.3
388,59.3,92.7,97.8,88.6,0,32.7,268.2,287.3
388.5,59.3,93.3,98,88.3,0,37.6,276.1,287.2
389,58.4,93.6,97.6,89.4,0,50.4,279.3,287.1
389.5,57.9,93.4,96.7,89.9,0,69.1,256.3,287.1
390,53.9,85.6,87.9,83,0,78.9,265.1,287.4
390.5,47.3,74.6,76.4,72.9,0,73.4,254.8,290.3
391,40.8,64.3,65.9,62.6,0,71.6,269.8,294.7
391.5,35.7,55,57.6,52.3,0,71.8,274.5,294.8
392,35.9,56.3,58.5,53.6,-2,63.1,280.1,294.5
392.5,35.3,57.4,59.8,55.1,0,55.5,257.1,294.8
393,41.1,67.2,69.5,64.1,0,60.2,272.2,295.7
393.5,57.7,93.3,95.1,90.7,0,54.3,266.6,294.9
394,60.3,98.3,100.8,93.7,0,40.4,264.3,290.8
394.5,57.6,94.3,97.4,89.6,0,46.4,268.2,287.9
395,56.3,93.7,98.1,91.3,0,62.4,281.7,287
395.5,55.3,93.4,97.9,90.8,0,66.4,251.6,287.1
396,56.8,93.5,97.4,90.6,0,68.6,261.9,287.3
396.5,57.8,92.7,95.7,89,0,72.9,254,287.4
397,58.5,92.6,95.9,88.8,0,67.8,269,287.3
397.5,58.5,92.9,97.2,87.1,0,60.5,273,287.2
398,57.8,94.2,101.1,89.3,0,63.9,276.9,287.3
398.5,58,95.2,103.6,90.7,0,73.4,276.9,287.4
399,58.4,93.6,98.7,90.4,0,82,273.8,287.3
399.5,58.7,93,96.8,89.6,0,87.2,254,287.2
400,58.8,93.5,96.1,90.8,0,83.3,259.5,287.1
400.5,58.5,93.2,95.5,90.8,0,72,269.8,287.1
401,57.3,91.9,95.1,88.9,0,58.2,278.5,287.3
401.5,57.4,92.5,95.5,89.3,0,47.8,261.1,287.4
402,58.2,93.8,95.8,92.8,0,50.2,286.4,287.3
402.5,58.1,93.9,95.1,92.3,0,59.5,258.7,287.2
403,57.5,93.7,95.7,88.5,0,61.4,269.8,287.2
403.5,56.8,92.8,95.7,86.3,0,52.8,276.1,287.4
404,56.6,92.2,94.8,90.8,0,54.7,269,287.4
404.5,56.7,92.2,94.2,90,0,62.5,250.8,287.2
405,56.8,91.9,97.5,89.6,0,56.6,267.4,286.9
405.5,57,91.4,97.8,86.2,0,50.9,254,286.9
406,57.3,91.1,94.9,88.6,0,58.5,255.6,287
406.5,56.6,90.5,93.2,89,0,67.6,275.3,287.1
407,55.2,89.4,91.6,87.2,0,63.8,261.1,287.3
407.5,54.8,89.5,91,87.7,0,59.1,259.5,287.4
408,54.6,89.8,91.8,87.5,0,64.3,267.4,287.5
408.5,54.9,90.6,92.9,88.1,0,70.9,250.8,287.5
409,54.9,90.7,93.2,87.7,0,67.6,268.2,287.4
409.5,54.5,89.4,92.4,86,0,65.9,278.5,287.5
410,54,87.8,91.2,85.3,0,65.2,273,287.6
410.5,53.7,87,89.6,85.5,0,61.6,260.3,287.6
411,54.6,87.6,89.2,85.9,0,57,274.5,287.3
411.5,54.7,87.4,92.5,85.1,0,53.5,257.1,287.3
412,53.6,86.4,91,84,0,51.7,270.6,287.4
412.5,54.3,86.4,88.9,84.3,0,55.8,273,287.2
413,55.4,87.4,90.7,84.9,0,64,294.3,287.2
413.5,56,88.5,92.4,85.5,0,60.9,273,286.9
414,55.8,87.9,90.9,85.4,0,60.3,271.4,286.9
414.5,54.7,86.7,89.4,84.5,0,62.7,255.6,287.2
415,54,86.3,88.4,84.9,0,53.9,272.2,287.4
415.5,53.8,86.1,88.6,85,0,44.2,273,287.5
416,53.9,86.9,88.9,85.1,0,52.7,280.1,287.4
416.5,50.5,87.4,89.9,83,0,68.1,265.1,287.1
417,50,87.6,91.4,81.9,0,80.1,274.5,287.1
417.5,53.6,87.2,90.4,84.2,0,90,269,287.4
418,53.8,86.7,89,85.3,0,88.3,285.6,287.4
418.5,52.6,86.3,89.2,84.3,0,80.8,284.8,287.2
419,52.5,86.5,89.6,84.2,0,76.1,287.2,287.1
419.5,53.6,86.9,90.2,83.8,0,71.5,257.9,287.2
420,55,87.6,89.1,84.4,0,68.4,253.2,287.2
420.5,55.1,87.7,89.5,85.4,0,74.7,262.7,287.3
421,55.9,88.1,90.6,85.7,0,84.8,286.4,287.1
421.5,55.8,87.8,90.5,85.4,0,85.8,277.7,287
422,55.1,87.4,89.7,83.8,0,82.5,288.8,287.2
422.5,55.6,88.2,90.6,84.2,0,81.8,258.7,287.3
423,55.8,89.4,92.2,86.1,0,79.7,277.7,287.2
423.5,55.8,90.2,95.1,85.1,0,64.7,264.3,287.1
424,56,89.9,93.7,85.2,0,49.2,274.5,287.4
424.5,55.4,89.5,93.5,85.5,0,49.3,280.9,287.5
425,55.6,90,93.3,85.6,0,54.8,281.7,287.5
425.5,56.4,90.7,94,86.8,0,59.1,255.6,287.2
426,56,90.2,93.5,86.6,0,62.9,276.1,287
426.5,55.1,90.8,95.7,87.8,0,66,266.6,287.2
427,56.3,90.7,92.9,88.6,0,59.9,272.2,287.2
427.5,57.3,90.9,95.5,88.7,0,42.2,273,287.1
428,57.2,91.5,96,88.8,0,36.3,267.4,287.2
428.5,56.8,92.2,96.2,89.3,0,38.7,260.3,287.3
429,56.5,91.8,97.7,87.9,0,35.6,280.9,287.4
429.5,57.5,91.4,95.6,88.3,0,37.7,265.1,287.2
430,58.9,91.9,94.1,88.6,0,48.4,283.3,287.1
430.5,59.1,92.3,97.1,88.4,0,56.2,289.6,287
431,58.8,92.8,98.3,88,0,54,270.6,286.8
431.5,57.3,92.8,100.2,83.7,0,44.8,261.1,286.7
432,55.4,93.3,105.7,80.7,0,41.5,278.5,287
432.5,57.5,93.2,103.2,84.3,0,58.7,261.1,287.1
433,58,92.7,100.6,85.3,0,77.4,261.9,286.5
433.5,57.7,92.1,99.9,85.6,0,80.9,288,282.4
434,57.7,91.7,99.2,85.9,0,88.2,268.2,282.3
434.5,55.4,89.2,93.8,84.5,0,85.3,269,286.5
435,46.2,75.6,78.8,70.5,0,69.7,277.7,289
435.5,37,59.9,63.7,54.8,0,63,261.1,293.1
436,33.2,53.5,56.5,50.5,0,65,273,296
436.5,35.6,56.4,59,54.1,0,64.5,288,294.6
437,39.2,58.5,61.4,54.8,0,62.4,269,293.5
437.5,37.6,56.9,59.5,54.5,0,56.6,273,294.4
438,36.6,58,59.2,55.7,0,49.3,273,295.9
438.5,42.9,66.1,69.5,63,0,47.2,265.8,292.7
439,53.5,83.7,87.3,80.6,0,57.6,285.6,288.6
439.5,58.8,94,98.3,91.5,0,72.1,282.5,287.2
440,58.7,95.1,99,92.1,0,79.6,254.8,286.9
440.5,57.3,94.7,98.1,90.2,0,76.9,274.5,287.1
441,57.1,94.9,98.4,90.5,0,65.3,273.8,287.3
441.5,58.6,95.1,98.9,91.5,0,44.8,284.8,287.3
442,59.5,95.1,99.1,91.2,0,33.8,284.8,287.1
442.5,60.3,95.2,99.6,89.1,0,42.6,286.4,286.9
443,59.7,95.3,100.8,88.6,0,49.9,262.7,284.4
443.5,58.4,94.6,101.5,88.5,0,45.9,270.6,280.7
444,58.7,94.7,100.9,89.6,0,43.5,266.6,284.7
444.5,58.8,94.7,101.3,89.8,0,55.5,271.4,287.2
445,59.2,94.8,101.4,90.1,0,68.1,285.6,287.3
445.5,59.2,95.3,100.9,90.9,0,72.3,288,287
446,59.4,96.2,100.8,91.3,0,62.2,286.4,286.9
446.5,59.6,96.4,101,91.2,0,45.4,279.3,287.1
447,57,95.5,101.4,90,0,42.1,269,287.3
447.5,56.7,95.4,102.1,89.3,0,49,273,287.2
448,59.3,95.5,100.7,89.9,0,50.8,287.2,287
448.5,60.1,95.5,100.5,91.1,0,47.8,291.2,287
449,60.5,96,102.5,92.5,0,51.7,287.2,287.2
449.5,61,96.2,104.5,91.7,0,53.9,282.5,287.5
450,61.5,96,103.1,91.1,0,52.7,261.1,287.6
450.5,60.3,95.8,101.9,89.9,0,54.7,262.7,287.2
451,58.8,95.6,101.5,89,0,55.5,284,286.8
451.5,59.2,95.1,100.9,86.8,0,60.2,293.5,287.1
